mRNA	microRNA	lncRNA		R_high	pValue	R_low	pValue		pValue Condition	SCC Condition
DNMT3B	hsa-miR-29c-3p	H19		-0.355320922478466	0.00557762103050084	-0.477188107807724	0.000139299799891059		Satisfied	No (|R_low|-|R_high| < -0.4)
E2F1	hsa-miR-29a-3p	H19		-0.579994442900806	1.9411653324577E-06	0.00616838010558489	0.962743855454349		p(R_low) > 0.05)	No (R_low > -0.4)
E2F1	hsa-miR-29c-3p	H19		-0.316087802167269	0.0142090657006431	-0.346762989719367	0.00690462106323713		Satisfied	No (R_low > -0.4)
E2F7	hsa-miR-29a-3p	H19		-0.431731036399	0.000642613287030243	-0.194387329813837	0.136452876512342		p(R_low) > 0.05)	No (R_low > -0.4)
E2F7	hsa-miR-29b-3p	H19		-0.424340094470686	0.000809108853611134	-0.193553764934704	0.138167054734101		p(R_low) > 0.05)	No (R_low > -0.4)
E2F7	hsa-miR-29c-3p	H19		-0.325590441789386	0.0114433110119921	-0.429174770769658	0.000696298085178619		Satisfied	No (|R_low|-|R_high| < -0.4)
EPHA7	hsa-miR-29a-3p	H19		-0.248958043901084	0.0553232849875186	-0.228063350930814	0.079771286476069		p(R_high) & p(R_low) > 0.05)	No (R_low > -0.4)
EPHA7	hsa-miR-29b-3p	H19		-0.390664073353709	0.00217778504743542	-0.292803556543484	0.0235322274212491		Satisfied	No (R_low > -0.4)
EZH2	hsa-miR-29a-3p	H19		-0.514789035740646	2.57460580233028E-05	-0.0131147540983607	0.920699049071708		p(R_low) > 0.05)	No (R_low > -0.4)
EZH2	hsa-miR-29c-3p	H19		-0.271995998859243	0.0355211909947506	-0.354598499583218	0.00568021187974798		Satisfied	No (R_low > -0.4)
FANCD2	hsa-miR-29a-3p	H19		-0.601667129758266	6.72951818730584E-07	-0.0558488469019172	0.670933165868648		p(R_low) > 0.05)	No (R_low > -0.4)
FANCD2	hsa-miR-29c-3p	H19		-0.417838288413448	0.000986952374687812	-0.241511530980828	0.0632180179766137		p(R_low) > 0.05)	No (R_low > -0.4)
GINS1	hsa-miR-29a-3p	H19		-0.584551264240067	1.56074329813736E-06	-0.179327590997499	0.169985098650249		p(R_low) > 0.05)	No (R_low > -0.4)
GINS1	hsa-miR-29b-3p	H19		-0.544651292025563	9.68732340043466E-06	-0.138149485968325	0.291675370110899		p(R_low) > 0.05)	No (R_low > -0.4)
GINS1	hsa-miR-29c-3p	H19		-0.255237565990553	0.0493089408002652	-0.464462350652959	0.000218063494838439		Satisfied	No (|R_low|-|R_high| < -0.4)
IGF2BP1	hsa-miR-29a-3p	H19		-0.344873575993332	0.00723251008243784	-0.109030286190609	0.405965225298312		p(R_low) > 0.05)	No (R_low > -0.4)
IGF2BP1	hsa-miR-29c-3p	H19		-0.328813559322034	0.0106180293703996	-0.126146151708808	0.335930785181999		p(R_low) > 0.05)	No (R_low > -0.4)
KDELC1	hsa-miR-29a-3p	H19		-0.291914420672409	0.0239728363743734	-0.318977493748263	0.0133126175969779		Satisfied	No (R_low > -0.4)
KDELC1	hsa-miR-29b-3p	H19		-0.141483745484857	0.280097735440124	-0.321478188385663	0.0125767796666482		p(R_high) > 0.05)	No (R_low > -0.4)
KDELC1	hsa-miR-29c-3p	H19		-0.301583773270353	0.0195385785301964	-0.21511530980828	0.0988054534049444		p(R_low) > 0.05)	No (R_low > -0.4)
KIAA0101	hsa-miR-29c-3p	H19		-0.377549319255349	0.00312250218106375	-0.35643234231731	0.00542298329376815		Satisfied	No (R_low > -0.4)
KIF23	hsa-miR-29a-3p	H19		-0.581828285634899	1.77855665301613E-06	-0.129202556265629	0.324279422450929		p(R_low) > 0.05)	No (R_low > -0.4)
KIF23	hsa-miR-29b-3p	H19		-0.62517365934982	1.99796320662161E-07	-0.0850791886635177	0.517083402383922		p(R_low) > 0.05)	No (R_low > -0.4)
KIF23	hsa-miR-29c-3p	H19		-0.396387885523757	0.00185282176885033	-0.452681300361212	0.000325527071893341		Satisfied	No (|R_low|-|R_high| < -0.4)
LMNB1	hsa-miR-29a-3p	H19		-0.536315643234232	1.38488353660562E-05	-0.0586273964990275	0.655566588241271		p(R_low) > 0.05)	No (R_low > -0.4)
LMNB1	hsa-miR-29b-3p	H19		-0.503751041956099	5.17911160537256E-05	-0.143262017227008	0.274049913593609		p(R_low) > 0.05)	No (R_low > -0.4)
LMNB1	hsa-miR-29c-3p	H19		-0.299360933592665	0.0204903981497173	-0.427396499027508	0.000736013763785443		Satisfied	No (|R_low|-|R_high| < -0.4)
LOC221710	hsa-miR-29a-3p	H19		-0.375326479577661	0.00331467134280639	-0.0759099749930536	0.563369266298709		p(R_low) > 0.05)	No (R_low > -0.4)
LOC221710	hsa-miR-29b-3p	H19		-0.479688802445124	0.000127311629753026	-0.27607668796888	0.0330749653292223		Satisfied	No (R_low > -0.4)
LOC221710	hsa-miR-29c-3p	H19		-0.392553487079744	0.00206526818975198	-0.231897749374826	0.0747338679842663		p(R_low) > 0.05)	No (R_low > -0.4)
OIP5	hsa-miR-29b-3p	H19		-0.554042789663796	6.41259542719598E-06	-0.206724090025007	0.112925965550085		p(R_low) > 0.05)	No (R_low > -0.4)
PFN2	hsa-miR-29c-3p	H19		-0.206835232008891	0.112729264286606	-0.251514309530425	0.0528063977215069		p(R_high) & p(R_low) > 0.05)	No (R_low > -0.4)
PXDN	hsa-miR-29c-3p	H19		-0.348985829397055	0.00653566386317429	-0.250069463739928	0.0542172047439185		p(R_low) > 0.05)	No (R_low > -0.4)
SBF2	hsa-miR-29a-3p	H19		-0.252347874409558	0.0520062394475322	-0.390997499305363	0.00215753831930057		p(R_high) > 0.05)	No (R_low > -0.4)
SCML2	hsa-miR-29a-3p	H19		-0.322089469297027	0.0124023659132105	-0.0683523200889136	0.602933891603639		p(R_low) > 0.05)	No (R_low > -0.4)
SCML2	hsa-miR-29c-3p	H19		-0.0519033064740206	0.692986265435237	-0.497304806890803	6.63029950907165E-05		p(R_high) > 0.05)	Satisfied
TET3	hsa-miR-29a-3p	H19		-0.524367879966657	2.27878302047431E-05	-0.199611003056405	0.126074896796403		p(R_low) > 0.05)	No (R_low > -0.4)
TET3	hsa-miR-29c-3p	H19		-0.232786885245902	0.0736029316125269	-0.176493470408447	0.17692029506021		p(R_high) & p(R_low) > 0.05)	No (R_low > -0.4)
TMEM65	hsa-miR-29c-3p	H19		-0.328368991386496	0.0107286872613385	-0.0851903306474021	0.516534448957981		p(R_low) > 0.05)	No (R_low > -0.4)
TTYH3	hsa-miR-29c-3p	H19		-0.405445957210336	0.00142684521722213	-0.432120033342595	0.000634782276684306		Satisfied	No (R_high < -0.4)
VASH2	hsa-miR-29a-3p	H19		-0.486301750486246	0.000100038357091515	-0.140261183662128	0.284306799517946		p(R_low) > 0.05)	No (R_low > -0.4)
VASH2	hsa-miR-29b-3p	H19		-0.446235065295916	0.000403045365943124	-0.261128091136427	0.0441661888468469		Satisfied	No (R_low > -0.4)
VASH2	hsa-miR-29c-3p	H19		-0.296637954987497	0.0217101026380249	-0.191553209224785	0.142347391694047		p(R_low) > 0.05)	No (R_low > -0.4)
WASF1	hsa-miR-29c-3p	H19		-0.303973325923868	0.0185578130364635	-0.367657682689636	0.00406112172185425		Satisfied	No (R_low > -0.4)
ZNF853	hsa-miR-29b-3p	H19		-0.288024451236455	0.0259838049498399	-0.160600166712976	0.219665016225928		p(R_low) > 0.05)	No (R_low > -0.4)
ARRDC3	hsa-miR-196b-5p	GAS5		-0.0436232286746319	0.740085636283295	-0.40905807168658	0.00128322482834901		p(R_high) > 0.05)	No (|R_low|-|R_high| < -0.4)
CPS1	hsa-miR-221-3p	GAS5		-0.352264517921645	0.00602313606728632	-0.28691303139761	0.0265839515516859		Satisfied	No (R_low > -0.4)
CPS1	hsa-miR-222-3p	GAS5		-0.300527924423451	0.0199858686365884	-0.332203389830509	0.00980645497711365		Satisfied	No (R_low > -0.4)
EDNRB	hsa-miR-196b-5p	GAS5		-0.211280911364268	0.105076146019939	-0.163156432342317	0.21233975653933		p(R_high) & p(R_low) > 0.05)	No (R_low > -0.4)
NPM3	hsa-miR-29c-3p	GAS5		-0.15793275909975	0.227496434953011	-0.508696860238955	4.27175948986366E-05		p(R_high) > 0.05)	No (|R_low|-|R_high| < -0.4)
ODC1	hsa-miR-221-3p	GAS5		-0.427174215059739	0.000741120252558698	-0.283967768824674	0.0282313252751123		Satisfied	No (R_low > -0.4)
SLC25A16	hsa-miR-128-3p	GAS5		-0.387996665740484	0.00234599220161093	-0.138149485968325	0.291675370110899		p(R_low) > 0.05)	No (R_low > -0.4)
C8orf34	hsa-miR-93-5p	EPB41L4A-AS1		-0.340427896637955	0.00805850191750746	-0.215559877743818	0.0980977735047805		p(R_low) > 0.05)	No (R_low > -0.4)
EDA2R	hsa-miR-106b-5p	EPB41L4A-AS1		-0.21989441511531	0.0914040867134221	-0.532981383717699	1.59404510608598E-05		p(R_high) > 0.05)	No (|R_low|-|R_high| < -0.4)
EDA2R	hsa-miR-93-5p	EPB41L4A-AS1		-0.38588496804668	0.00248731197100158	-0.367101972770214	0.00412060737879736		Satisfied	No (R_low > -0.4)
ERAP1	hsa-miR-93-5p	EPB41L4A-AS1		-0.397165879410948	0.00181219381178554	-0.272686857460406	0.0353600209253275		Satisfied	No (R_low > -0.4)
FCHO2	hsa-miR-106a-5p	EPB41L4A-AS1		-0.503917754931926	5.14582154475545E-05	-0.378382884134482	0.00305304191512555		Satisfied	No (R_low > -0.4)
FCHO2	hsa-miR-106b-5p	EPB41L4A-AS1		-0.361767157543762	0.00473224318643194	-0.41133648235621	0.00119948259784818		Satisfied	No (|R_low|-|R_high| < -0.4)
FCHO2	hsa-miR-17-5p	EPB41L4A-AS1		-0.473631564323423	0.00015814570411971	-0.427674353987219	0.000729675595634137		Satisfied	No (R_high < -0.4)
FCHO2	hsa-miR-20b-5p	EPB41L4A-AS1		-0.603612114476244	6.10255115303604E-07	-0.206223951097527	0.113814403515703		p(R_low) > 0.05)	No (R_low > -0.4)
FCHO2	hsa-miR-93-5p	EPB41L4A-AS1		-0.624506807446513	2.07021114027557E-07	-0.325979438732981	0.0113408375264613		Satisfied	No (R_low > -0.4)
GPR133	hsa-miR-93-5p	EPB41L4A-AS1		-0.486524034454015	9.92231100726467E-05	-0.18488469019172	0.156970105850134		p(R_low) > 0.05)	No (R_low > -0.4)
IRS2	hsa-miR-146b-5p	EPB41L4A-AS1		-0.376993609335927	0.00316958879634176	-0.492358988607947	7.98950175982414E-05		Satisfied	No (|R_low|-|R_high| < -0.4)
KCNK1	hsa-miR-93-5p	EPB41L4A-AS1		-0.513816529870785	2.68272226381484E-05	-0.464184495693248	0.000220168111163942		Satisfied	No (R_high < -0.4)
MRPS36	hsa-miR-93-5p	EPB41L4A-AS1		-0.497527090858572	6.57455718080598E-05	-0.224895804390108	0.084133489881626		p(R_low) > 0.05)	No (R_low > -0.4)
PTPN13	hsa-miR-106b-5p	EPB41L4A-AS1		-0.260683523200889	0.0445381808017759	-0.427896637954988	0.000724640798658434		Satisfied	No (|R_low|-|R_high| < -0.4)
PTPN13	hsa-miR-17-5p	EPB41L4A-AS1		-0.372603500972492	0.00356439752914526	-0.383273131425396	0.00267261499847747		Satisfied	No (R_low > -0.4)
RNF145	hsa-miR-93-5p	EPB41L4A-AS1		-0.608391219783273	4.78965412478275E-07	-0.218005001389275	0.0942762088704502		p(R_low) > 0.05)	No (R_low > -0.4)
SLC22A3	hsa-miR-93-5p	EPB41L4A-AS1		-0.496248958043901	6.90109651912116E-05	-0.314754098360656	0.0146401005200059		Satisfied	No (R_low > -0.4)
SPRY4	hsa-miR-106b-5p	EPB41L4A-AS1		-0.364101139205335	0.00445539719125086	-0.388719088635732	0.00229932371512424		Satisfied	No (R_low > -0.4)
CIT	hsa-miR-221-3p	DHRS4-AS1		-0.252403445401501	0.0519532508295994	-0.271464295637677	0.0362158757119475		p(R_high) > 0.05)	No (R_low > -0.4)
CIT	hsa-miR-222-3p	DHRS4-AS1		-0.319033064740206	0.013295869385056	-0.265907196443457	0.0403271241653294		Satisfied	No (R_low > -0.4)
IGFBP5	hsa-miR-221-3p	DHRS4-AS1		-0.333537093637121	0.00950230330126616	-0.0828007779938872	0.528401865049224		p(R_low) > 0.05)	No (R_low > -0.4)
IGFBP5	hsa-miR-222-3p	DHRS4-AS1		-0.338816337871631	0.00837772301172905	-0.0834120589052515	0.525353104942446		p(R_low) > 0.05)	No (R_low > -0.4)
KIT	hsa-miR-221-3p	DHRS4-AS1		-0.512864684634621	3.6241058597281E-05	-0.279299805501528	0.031018418890856		Satisfied	No (R_low > -0.4)
KIT	hsa-miR-222-3p	DHRS4-AS1		-0.511141983884412	3.879872712391E-05	-0.271464295637677	0.0362158757119475		Satisfied	No (R_low > -0.4)
PDE3A	hsa-miR-221-3p	DHRS4-AS1		-0.509752709085857	4.09823532174536E-05	-0.314476243400945	0.0147313065344636		Satisfied	No (R_low > -0.4)
TRIP13	hsa-miR-135b-5p	DANCR		-0.388441233676021	0.00231717376386779	-0.516532370102806	3.13086021735211E-05		Satisfied	No (|R_low|-|R_high| < -0.4)
BHLHE41	hsa-miR-17-5p	AC005083.1		-0.514253959433176	3.42934513073673E-05	-0.291803278688525	0.0240284020714357		Satisfied	No (R_low > -0.4)
BHLHE41	hsa-miR-20a-5p	AC005083.1		-0.490302861906085	8.62689732038755E-05	-0.286857460405668	0.0266142642114348		Satisfied	No (R_low > -0.4)
C21orf63	hsa-miR-17-5p	AC005083.1		-0.181883856626841	0.163903032489547	-0.355876632397888	0.00549982205818222		p(R_high) > 0.05)	No (R_low > -0.4)
C21orf63	hsa-miR-93-5p	AC005083.1		-0.212948041122534	0.102312750556962	-0.270964156710197	0.0365709494915429		p(R_high) > 0.05)	No (R_low > -0.4)
C7orf23	hsa-miR-17-5p	AC005083.1		-0.173214781883857	0.185198541315806	-0.388218949708252	0.00233154309158714		p(R_high) > 0.05)	No (R_low > -0.4)
C7orf23	hsa-miR-20b-5p	AC005083.1		-0.179938871908864	0.168515824828437	-0.345040288969158	0.00720303833715144		p(R_high) > 0.05)	No (R_low > -0.4)
CPA3	hsa-miR-106a-5p	AC005083.1		-0.246655274478853	0.0574514177199533	-0.504084467907752	5.11272986878623E-05		p(R_high) > 0.05)	No (|R_low|-|R_high| < -0.4)
CPA3	hsa-miR-106b-5p	AC005083.1		-0.526014532067047	1.58668298100745E-05	-0.586440677966102	1.42475228015778E-06		Satisfied	No (R_high < -0.4)
CPA3	hsa-miR-17-5p	AC005083.1		-0.303894191390697	0.0182472647562341	-0.557766046123923	5.42916095926699E-06		Satisfied	No (|R_low|-|R_high| < -0.4)
CPA3	hsa-miR-20b-5p	AC005083.1		-0.199558204495564	0.126344827272822	-0.56171158655182	4.54283074681955E-06		p(R_high) > 0.05)	No (|R_low|-|R_high| < -0.4)
CYP2U1	hsa-miR-17-5p	AC005083.1		-0.448735759933315	0.00037116666028413	-0.326428541689486	0.0109133924002117		Satisfied	No (R_low > -0.4)
CYP2U1	hsa-miR-20a-5p	AC005083.1		-0.415226451792165	0.00106784892660512	-0.333430583952488	0.00923113074390268		Satisfied	No (R_low > -0.4)
ENPP5	hsa-miR-17-5p	AC005083.1		-0.418505140316755	0.000967207642382305	-0.54281744929147	1.04871290726247E-05		Satisfied	No (R_high < -0.4)
ENPP5	hsa-miR-20a-5p	AC005083.1		-0.317699360933593	0.0137028984865527	-0.454681856071131	0.000304403235587174		Satisfied	No (|R_low|-|R_high| < -0.4)
ETV1	hsa-miR-106a-5p	AC005083.1		-0.345484856904696	0.00712496226339367	-0.283023061961656	0.0287776476620469		Satisfied	No (R_low > -0.4)
ETV1	hsa-miR-106b-5p	AC005083.1		-0.495248680188942	7.16704311141261E-05	-0.386829674909697	0.0024231742567156		Satisfied	No (R_low > -0.4)
ETV1	hsa-miR-17-5p	AC005083.1		-0.426007224228953	0.000768461018765524	-0.259238677410392	0.0457650819851075		Satisfied	No (R_low > -0.4)
ETV1	hsa-miR-20a-5p	AC005083.1		-0.368880244512365	0.00393293079771274	-0.192553487079744	0.140245480190613		p(R_low) > 0.05)	No (R_low > -0.4)
ETV1	hsa-miR-93-5p	AC005083.1		-0.242845234787441	0.0617405892412686	-0.379049736037788	0.00299847001470054		p(R_high) > 0.05)	No (R_low > -0.4)
FOLR1	hsa-miR-106b-5p	AC005083.1		-0.180216726868575	0.167851070279033	-0.328924701305918	0.0105905206806029		p(R_high) > 0.05)	No (R_low > -0.4)
FOLR1	hsa-miR-93-5p	AC005083.1		-0.227396499027508	0.0806743451237893	-0.4841344818005	0.000108317282722864		p(R_high) > 0.05)	No (|R_low|-|R_high| < -0.4)
GCNT4	hsa-miR-106b-5p	AC005083.1		-0.498582939705474	6.31565377109734E-05	-0.223728813559322	0.0857875156610529		p(R_low) > 0.05)	No (R_low > -0.4)
GPD1L	hsa-miR-93-5p	AC005083.1		-0.294248402333982	0.0228309219452375	-0.343262017227008	0.00752291020660943		Satisfied	No (R_low > -0.4)
GUCY1A3	hsa-miR-106b-5p	AC005083.1		-0.34535072732879	0.00688204279881419	-0.351764378994165	0.00609895143260952		Satisfied	No (R_low > -0.4)
ILDR1	hsa-miR-17-5p	AC005083.1		-0.352320088913587	0.00601476365702172	-0.242345095859961	0.0622913087420913		p(R_low) > 0.05)	No (R_low > -0.4)
MAN1C1	hsa-miR-106b-5p	AC005083.1		-0.352542372881356	0.00598137655798436	-0.317199222006113	0.0138582891810414		Satisfied	No (R_low > -0.4)
MYO1D	hsa-miR-20a-5p	AC005083.1		-0.347207557654904	0.00682939763505093	-0.194943039733259	0.13531906070138		p(R_low) > 0.05)	No (R_low > -0.4)
PRRG4	hsa-miR-106a-5p	AC005083.1		-0.0942484023339817	0.472810817008197	-0.400777993887191	0.00163385958951729		p(R_high) > 0.05)	No (|R_low|-|R_high| < -0.4)
PRRG4	hsa-miR-17-5p	AC005083.1		-0.259683245345929	0.0453846377340882	-0.33148096693526	0.0099747236008565		Satisfied	No (R_low > -0.4)
PRRG4	hsa-miR-20a-5p	AC005083.1		-0.318032786885246	0.0136001438843246	-0.451958877465963	0.000333478906578233		Satisfied	No (|R_low|-|R_high| < -0.4)
PRRG4	hsa-miR-93-5p	AC005083.1		-0.240900250069464	0.0639046752737391	-0.149986107252014	0.251976392893605		p(R_high) & p(R_low) > 0.05)	No (R_low > -0.4)
PTPN13	hsa-miR-106b-5p	AC005083.1		-0.350041678243957	0.00636657256689962	-0.473131425395943	0.000160976381832892		Satisfied	No (|R_low|-|R_high| < -0.4)
PTPN13	hsa-miR-17-5p	AC005083.1		-0.296415671019728	0.0218123471133849	-0.364545707140873	0.00440432420462234		Satisfied	No (R_low > -0.4)
PTPRD	hsa-miR-106b-5p	AC005083.1		-0.350819672131148	0.00624445667065001	-0.358321756043345	0.00516877917089162		Satisfied	No (R_low > -0.4)
RBMS3	hsa-miR-106a-5p	AC005083.1		-0.371658794109475	0.00365487175430382	-0.280077799388719	0.0305384507303644		Satisfied	No (R_low > -0.4)
RBMS3	hsa-miR-17-5p	AC005083.1		-0.428507918866352	0.000710957386890726	-0.243400944706863	0.061133317066903		p(R_low) > 0.05)	No (R_low > -0.4)
RBMS3	hsa-miR-20a-5p	AC005083.1		-0.370213948318978	0.00379719907902353	-0.206168380105585	0.113913450900035		p(R_low) > 0.05)	No (R_low > -0.4)
VWA5A	hsa-miR-93-5p	AC005083.1		-0.468185607113087	0.000191586977488462	-0.481522645179217	0.000119132524598814		Satisfied	No (R_high < -0.4)
WBSCR17	hsa-miR-106b-5p	AC005083.1		-0.299972214504029	0.0202247804543332	-0.306918588496805	0.0174072742765586		Satisfied	No (R_low > -0.4)
